,time(s),temperature(C),ChargingVoltage(mV),DischargingVoltage(mV),pumpFlowRate(mL)
162,162,48,0.7746083041006366,1.0361971529109566,121
163,163,38,0.452959556466882,1.7176966464474541,84
164,164,36,1.5071855205805738,1.0533052433196153,146
165,165,38,0.16236123357512286,2.935931307136079,149
166,166,29,0.5852098377478048,1.6669273133126363,83
167,167,34,0.10502539439321952,0.12541336843308368,130
168,168,24,1.1140731060100324,0.5513811005281727,125
169,169,37,0.04019195704854108,3.3641682379007327,116
170,170,43,2.0503904380672857,2.6249873439936966,117
171,171,20,0.596303593188884,1.4279774886337042,145
172,172,38,1.3594706206948877,1.345670963282927,119
173,173,35,0.4883302798078869,0.7473974773804937,144
174,174,30,0.041456480849348096,0.6217088105068947,136
175,175,42,0.2730004694229428,1.0952115063660082,139
176,176,57,0.001440536181763173,0.4361778495685046,132
177,177,35,1.9105749669826593,0.16097563192910586,115
178,178,37,0.5158735739432961,0.4380349416908268,101
179,179,36,0.36417869300398764,0.3231454145341869,116
180,180,56,4.417898970756458,0.5646132732218384,111
181,181,46,0.5246969375523248,0.23204789127415612,106
182,182,46,0.6838465765209193,0.04149891039484723,109
183,183,55,3.5016808749979647,2.5705679860428727,79
184,184,44,0.776046089800114,1.0971037827788566,127
185,185,57,1.681251116055332,0.020635451138895512,121
186,186,45,2.414492761507591,0.2491598752553295,124
187,187,20,0.5669940385281629,0.8585696307350686,127
188,188,57,0.15844530435761844,0.015242383738224076,109
189,189,60,0.7428340083527946,1.1789514539348978,125
190,190,62,2.9809464917560393,0.8189401175802911,126
191,191,23,0.3141785264461039,0.35463370013112755,122
192,192,35,0.4138169579505333,0.7081275007142677,129
193,193,35,0.07823631625907884,0.04313539661408636,143
194,194,42,0.032549853107916124,1.2340056846822098,123
195,195,34,0.34842607047836305,1.0545596793901304,88
196,196,39,1.9007597798513411,0.20317367950399925,123
197,197,32,0.9103641913286221,2.0240456379414584,91
198,198,24,1.7497694356382545,0.5956536062762882,80
199,199,28,0.5701574234900836,0.2869839182444972,127
200,200,35,0.03241685130700636,1.3235206048406982,144
201,201,24,1.7951436177360298,3.7406931616062025,135
202,202,44,0.40532948206914976,1.0314384979528208,113
203,203,34,1.7868145782738936,3.138836995560201,77
204,204,42,1.5616972570187926,0.1693225772095702,101
205,205,48,0.4277147672251499,0.3579226404936752,128
206,206,34,0.47708993946304185,0.34229878996881963,124
207,207,33,4.634821667519495,0.056178903107889554,125
208,208,50,1.7682593525582657,1.3621322386979346,101
209,209,58,0.20517390913545355,0.3310431094283867,85
210,210,27,0.06643285323794564,0.2777762329354956,140
211,211,41,1.4467745132450294,0.45282297900773893,116
212,212,58,0.15220421483995997,6.211272256483892,125
213,213,47,0.2801128697165571,2.6496296675724103,76
214,214,37,0.2606995322502608,2.006457967897096,100
215,215,53,0.8510626658434048,0.8295482455060788,87
216,216,51,0.28527254522426665,0.8016186009565702,129
217,217,20,1.0977965522312378,0.022709737331689236,129
218,218,30,0.17262690220169882,0.7622749175751072,78
219,219,44,3.948199772531751,1.0051497391888073,86
220,220,61,0.44252375299165325,0.18117307649442774,78
221,221,53,0.26953337049498516,0.6529074491877213,107
222,222,63,1.1240008338657117,0.3044654362388274,147
223,223,26,3.1855584414176006,3.987607447281819,146
224,224,21,0.15803299231913168,1.1927515717861032,110
225,225,24,0.6956050617540547,1.8009562500137917,127
226,226,30,0.6420780256888181,0.3493674393110621,101
227,227,22,1.8644203618075363,3.5336395624634984,137
228,228,43,0.28824820839087684,0.46090315725203995,103
229,229,41,1.471447772277603,1.7004992347273016,142
230,230,33,0.20204553035277728,2.1070516874691654,83
231,231,23,1.3567540369203854,1.0194673486520143,78
232,232,40,0.906167755689918,0.34182567171048683,99
233,233,54,3.4374167506361,0.116503418284478,90
234,234,49,1.5615710872322732,0.2515619420987378,142
235,235,29,1.0196990008203632,0.27418258458244743,87
236,236,41,1.695492950958044,6.110119720271397,114
237,237,58,1.8667661986727666,0.4701438620509454,110
238,238,23,1.906539068445571,0.48433136075453376,109
239,239,52,2.301079064800712,0.6679782579091748,143
240,240,37,0.31738952989265107,1.4631981559212217,83
241,241,50,4.3894878099245735,0.3173526938924,142
242,242,57,0.7331704383572479,1.2871628860149358,80
243,243,45,0.32554032426247775,0.10644538772181966,84
244,244,46,1.9407412120651768,1.553656905110871,145
245,245,57,0.9557100887975786,3.8607817939843763,112
246,246,26,0.22403299203370186,2.291689085164018,112
247,247,51,1.6271927952254666,0.05839921969912104,112
248,248,50,0.9771359349904781,0.25734523805620824,91
249,249,38,2.1152951079747964,4.3520415292836,129
250,250,61,0.9993641642545501,0.6484548155525665,122
251,251,47,1.1885648385072163,0.4671417968109555,80
252,252,40,0.33524726796052595,0.8613439449327757,124
253,253,32,0.25189069683184623,0.8419356090862621,115
254,254,37,0.6799823837199543,0.2434879419504056,105
255,255,63,0.1673548838411353,0.9218539729923977,85
256,256,22,0.6619892500098592,2.6746623482321987,87
257,257,57,0.4559851941063251,1.1279520855671819,121
258,258,50,1.2624664955500677,0.3040301993454941,99
259,259,38,0.36074824409002015,0.1654714740752149,98
260,260,52,2.369991372632832,0.8292917235118895,144
261,261,57,1.8680675761258199,0.300332359123815,147
262,262,32,1.561822926564507,1.261608076921022,124
263,263,26,0.014097712468027976,1.3187278290845208,87
264,264,28,0.34804008364790423,2.1165134575697135,123
265,265,30,2.514368981553906,1.421421137323935,137
266,266,38,0.14707431853667238,0.24675453093872407,122
267,267,31,0.6923227828473235,0.1988151065984623,139
268,268,42,0.07531555937405274,2.654659735234957,77
269,269,28,0.6953860431155034,0.9755265145911561,92
270,270,22,0.6385912971363775,0.41036804995316734,121
271,271,60,2.962775849497118,0.5561623547741511,125
272,272,55,2.872465518336328,0.803188702727026,87
273,273,20,0.8159445440316443,0.4256192147341793,126
274,274,26,0.14405837306450917,0.2129037072703872,143
275,275,35,1.7077266336378034,0.8963280327674146,141
276,276,31,0.6806651313508082,0.764709668051111,117
277,277,60,0.5788550542034916,0.8202579069944427,115
278,278,21,1.362456231589396,0.7318445946023224,79
279,279,42,0.3152277040255293,0.4280432202239152,95
280,280,50,0.21850031050603916,1.5420246341450696,86
281,281,63,2.1396216121376592,3.1345374179849816,83
282,282,51,1.0370059109697736,2.621928108525457,120
283,283,63,3.7010750336164966,1.341523861573511,82
284,284,22,0.5915944773018638,0.04219556232202077,129
285,285,25,0.13661363747475175,2.3420617594744915,149
286,286,31,3.4629589223707797,0.808048752840787,147
287,287,25,0.8526070733931803,0.037747544857264975,99
288,288,45,0.33251407305569836,2.883021052141192,86
289,289,26,1.1304434708344875,0.7788972472698984,143
290,290,32,2.5818718610074383,0.8417869553818794,133
291,291,30,0.410568462794277,0.45032783341265026,110
292,292,42,3.472645858986393,0.3429647228508585,94
293,293,29,0.6190613068109065,2.222270964381663,103
294,294,50,4.3111740274190264,2.0130805359443964,121
295,295,38,0.3068946327654575,2.314838612396557,102
296,296,45,2.361751875124214,1.1280138754082878,101
297,297,44,0.27466102086271893,2.1022716659286624,94
298,298,56,0.1220644771679381,0.7393904403619244,138
299,299,38,0.06691390931229636,0.6963626321651075,120
300,300,64,1.497136505509883,1.056207097824187,110
301,301,36,0.31483940332451676,0.3014777555362782,145
302,302,23,4.8734495636722315,1.5431030316999357,92
303,303,35,3.4942157266380693,2.135076712912092,95
304,304,41,0.10577273939647593,1.0925774549629244,114
305,305,23,1.844928853384408,0.07488647062957735,90
306,306,38,2.3446338549660473,0.14957409076076886,117
307,307,60,1.6235315608927858,0.6908417012657158,107
308,308,54,0.348014315798663,0.21299673052759302,87
309,309,56,2.2799928792541118,2.7304258435677973,85
310,310,22,0.8469599946854331,1.4280134941020548,144
311,311,40,0.037640810048838,0.04157242282488745,136
312,312,47,1.9669018506634228,0.9751763283497802,136
313,313,48,0.5309328799396038,0.9968676106856326,112
314,314,27,1.6006073025350251,0.23818228701675095,107
315,315,27,1.131205769805292,2.698194876870258,83
316,316,34,0.1498921331093443,0.360416003521317,91
317,317,40,0.7078203550729965,1.1907413123896906,77
318,318,62,0.9265189396512803,6.936165696338847,109
319,319,46,0.33383394240771963,0.747644937979408,112
320,320,21,1.3027028170308845,0.8689993053778026,103
321,321,28,1.1985157654450331,1.6954094721619195,124
322,322,57,0.4927392359859445,0.8705172532797627,111
323,323,35,0.25201163041674096,3.61343437240169,88
324,324,33,1.766003441484901,1.4814230689884502,120
325,325,37,0.20752103464774896,0.2857455262370701,89
326,326,29,0.21405698812254625,0.644166305500229,95
327,327,31,0.5440359336364757,0.5291340397318363,113
328,328,32,0.9347752293046505,1.5596375421544393,146
329,329,31,0.7806835200161536,1.969067590605885,98
330,330,53,1.9240830413792704,0.45190432523542023,126
331,331,22,1.307423783004885,0.3286927091864745,83
332,332,27,1.4833258810110361,1.3497641644526344,80
333,333,59,0.29678154102971166,0.21089812673044372,101
334,334,60,1.742428764580093,0.15604233167869716,139
335,335,41,0.25472815445796204,0.7515450199296039,136
336,336,29,2.0713122672840596,0.5849743218920341,136
337,337,52,4.613852656349485,0.1786031498289875,92
338,338,46,0.6735989760155859,1.1038432401316747,111
339,339,46,0.6154186788512622,0.18070087226433185,97
340,340,62,0.5415668767727753,3.078193479367052,96
341,341,21,2.518413738071916,2.517233639349636,92
342,342,60,0.913338208679336,0.14443577940728605,91
343,343,38,0.41813917932307787,0.3552356603721788,94
344,344,49,0.9857998142020182,0.004818791008987263,75
345,345,53,0.20807260010949993,0.43725517619958215,93
346,346,27,1.4772972926152512,0.6459114892955359,122
347,347,36,1.4757289940460605,0.380507134889401,80
348,348,49,0.5946125824727347,0.29857330358943307,116
349,349,30,1.9965632791726702,0.7922615112944912,99
350,350,42,0.17009961405328544,0.8725420419827332,82
351,351,37,0.7474551268132039,0.3985156180239993,143
352,352,50,1.561284111772446,2.2303738964470354,132
353,353,47,0.1872678518132238,1.003024908311415,146
354,354,26,0.03759442045811544,0.07733254322774688,137
355,355,27,2.1210407451149487,0.7602387271087767,140
356,356,38,0.8526799427904538,0.30499253341027194,126
357,357,26,1.7474612759734132,1.085995955350769,147
358,358,59,0.16591120952184185,0.4893427457274106,90
359,359,59,0.3871555754940209,0.21891761764329812,146
360,360,20,0.1948525280106364,1.0546096629318908,147
361,361,59,0.14558707401492546,3.383261391800865,103
362,362,31,3.236415017153417,0.26001237030783886,130
363,363,32,0.16165350855433053,1.4904572824171503,95
364,364,49,1.3815993052274194,0.4063331295106255,93
365,365,50,0.5408470401364118,1.3066712530230395,93
366,366,20,0.6219960200785041,0.9667831018469156,83
367,367,54,2.0131898170454536,0.7017996376841356,75
368,368,54,2.2012310314796926,1.7615888648271703,124
369,369,37,1.7431990040186305,0.9614949137677195,78
370,370,23,0.106842520586985,0.22859402665725984,110
371,371,37,2.0747772852851134,0.12759468201593263,121
372,372,23,0.23500969529283136,0.11730268071082012,121
373,373,20,1.7310334420529223,0.043846603637141233,113
374,374,60,0.06436240768346764,0.5518827018197551,113
375,375,61,0.14818702421442428,0.6811173290992877,94
376,376,40,0.27824990823437895,0.8379311194790553,149
377,377,22,0.32463212025068416,2.565682889204459,120
378,378,39,1.9090589138171354,1.2441003751495598,75
379,379,25,0.03159361878061214,0.494505586671473,82
380,380,56,0.25503107347909704,0.4341058877354018,128
381,381,42,0.7434179651751328,1.1111601124605381,147
382,382,60,0.6851668533851613,0.5932391536393306,146
383,383,61,0.43431209896032713,4.84202252516906,81
384,384,35,0.24106603029675822,0.5309248850364547,114
385,385,51,0.08219850347555085,0.7862806381998909,147
386,386,31,0.40763739882201366,1.6643237873490175,102
387,387,52,0.44736390111985846,0.6914721205407526,115
388,388,42,0.39385893696348406,1.087444021815653,124
389,389,32,2.6563973763057263,2.1743808930816915,106
390,390,24,0.04702309135630172,1.1433663956901012,83
391,391,37,0.009073721422921146,0.5376087834896485,90
392,392,21,0.20279717627457616,0.010327668652753691,137
393,393,24,1.1702440160708014,2.0458261242581828,121
394,394,23,0.7270189957917038,1.8911531430923907,131
395,395,62,1.262177566390003,0.36349998468584316,87
396,396,20,0.3811880511185009,0.5985418305334597,113
397,397,24,0.16678636601811428,0.8661661310020807,83
398,398,62,0.5605361061878673,0.6324606166229461,76
399,399,31,0.25147587461361137,1.416568412660415,78
400,400,58,1.3169465397749691,0.23363445803192381,117
401,401,39,0.0006780736204667698,0.4101864172807793,100
402,402,60,0.301773710906387,1.3840483679528324,147
403,403,27,2.815157000172106,2.7080200358428486,81
404,404,61,0.8120294947369441,0.13213324375220456,113
405,405,45,0.4452816783524116,1.9086536122588544,149
406,406,58,0.40021561623938395,0.3995459943523533,77
407,407,48,0.5422623235561868,0.0747677093616205,88
408,408,63,0.4717522958104967,1.0069957020512987,141
409,409,33,0.5224554333482009,0.9901014125514058,88
410,410,34,1.1637180883773162,1.48331633767241,120
411,411,33,1.0115343714709568,0.17446792628797897,137
412,412,60,0.17157865237849865,0.5441085551009621,81
413,413,31,0.2709109713825194,0.5702126714754209,98
414,414,57,0.012459782381123377,0.8485525095423377,79
415,415,42,0.17479803484485254,0.3635040139832505,123
416,416,53,2.7432038595828945,0.08180655634599865,146
417,417,44,0.11533278516520004,0.3922753476354668,128
418,418,30,3.338692441435917,1.7525591013914312,111
419,419,22,0.6141318159287861,1.0928111610784905,143
420,420,27,0.28502605221678196,0.13959421694106652,75
421,421,21,0.14273032320708912,0.635915882199352,85
422,422,21,1.0795737130696352,0.5311301480890581,87
423,423,33,3.187188802656191,0.2737954223960819,133
424,424,63,0.4627803524476295,0.4385318463845462,138
425,425,27,1.3858958503348973,1.2367824043050912,111
426,426,55,0.9188576616998165,2.2281233378226943,142
427,427,53,0.14877012781622462,0.09873862775982521,122
428,428,46,0.062147445936998974,1.3149420888732442,128
429,429,23,2.0655207929630244,0.6619387712808723,92
430,430,34,0.8821258676467116,0.26897023541626497,106
431,431,23,0.4431410834188611,0.08866164041382615,106
432,432,21,0.10547780540801951,0.0975078568874797,135
433,433,31,0.07080132688276451,0.012301221334279213,141
434,434,58,0.3519114208169816,1.1977761881531446,89
435,435,28,0.02401662751744918,0.07619782765380005,147
436,436,21,0.8767729354612801,3.780483814742124,78
437,437,34,0.014877035894003554,3.4845813674011477,147
438,438,34,2.747547339219568,0.16541077034332088,117
439,439,54,2.5946942025895017,0.026231695393103764,136
440,440,45,2.8584140141625896,0.7893532001742664,148
441,441,57,1.485949499613763,0.9529203002956943,141
442,442,51,0.16189612089749972,4.135233398784872,90
443,443,49,0.13293960099683858,2.452545192066465,126
444,444,24,1.6221738416211315,0.06546656222049266,142
445,445,47,0.1371089918392826,3.3112844070833827,122
446,446,32,0.08965850930740211,0.6225942355642485,126
447,447,54,0.24519929819754177,0.8014442572162243,140
448,448,35,1.9588612433431714,0.5647422219199462,97
449,449,37,0.6249435447705863,0.43859095803502385,123
450,450,48,1.2534568583651882,0.5015989173785003,139
451,451,23,1.6630948457722068,1.2071292590688822,148
452,452,59,0.8072619914022814,1.3907792475953533,96
453,453,49,1.7869506417730412,0.3180030789364935,111
454,454,26,0.5647078246964546,3.211612797601966,106
455,455,51,0.1363836844733487,1.213448711464351,145
456,456,51,0.5806858884846587,1.0797524094561188,145
457,457,39,0.696661027383961,1.216045700250419,112
458,458,35,0.4603116418584234,0.021698227485961678,132
459,459,51,0.08518793832996943,1.1228655733402486,145
460,460,23,2.5300664671884396,1.9560348287138796,118
461,461,56,0.5667684209930723,1.8202996159323102,82
462,462,55,0.6618095442249433,1.5109849635614645,101
463,463,59,1.0018063068458551,0.3140379067841519,127
464,464,54,0.7538842689147252,1.605729797606078,98
465,465,60,2.1054892220050907,3.4191074619180206,111
466,466,37,0.9588535467154087,1.5599482827922169,75
467,467,44,1.1459204911543384,0.6165907754219161,118
468,468,54,0.9479466397193056,0.12981459151679328,108
469,469,54,1.0189185155923566,0.17709689643888304,88
470,470,36,1.5988319701721618,0.7912649886621062,147
471,471,35,0.13671568220723326,0.16399658402573206,100
472,472,22,0.6112683444839113,1.4567102596831263,81
473,473,30,0.6475465394374775,0.135701777162725,111
474,474,20,1.3985630413210401,1.2421443031819104,91
475,475,28,1.4119695223529978,1.4441649053952244,99
476,476,39,1.3122667180465097,0.44840973789400773,132
477,477,51,0.0948945801510639,2.3414692956647922,120
478,478,61,0.9144264725963854,0.42038873283371814,86
479,479,54,1.4622804692039786,1.162834828759453,120
480,480,26,1.691977032500748,1.3015450975102996,95
481,481,56,0.2112641893351732,0.07448092045028014,122
482,482,62,1.860639015551092,0.40854967012299365,83
483,483,52,0.9774786369735956,0.8072218115741497,92
484,484,24,0.10362709798000157,0.5527912237412846,138
485,485,53,1.2105122491973597,0.036119580355952974,145
486,486,55,0.37175375181588977,1.3800769779160702,88
487,487,39,2.132265570203922,0.040193744517784784,87
488,488,63,0.2584454056922303,0.6570636902570735,93
489,489,33,1.9975828910316324,0.8314049871093223,109
490,490,25,0.9359246339034302,1.6069163327170295,137
491,491,21,1.5171713468356085,0.579180724011898,113
492,492,43,1.4171994296391028,1.2480104522719035,128
493,493,34,1.012241623374652,1.5270328899141106,103
494,494,62,0.45640713769727415,0.26510494971553805,141
495,495,22,0.3608161078980707,0.7750749793238045,93
496,496,21,0.13192384474152025,1.4860827353720496,99
497,497,39,0.3120757067021061,2.135011003176538,96
498,498,38,0.12389125509114167,0.9865412895428054,85
499,499,35,1.0546518910580622,0.03387679148737514,110
500,500,42,1.7363340907738833,0.14803518641905214,144
501,501,44,1.8434327391832472,0.393488177545037,131
502,502,47,0.7593705062303084,0.8068434540482642,105
503,503,23,0.014736774178769377,1.2025134235958823,100
504,504,28,4.399074869922654,0.16582291549167827,144
505,505,49,0.46168766354369073,0.7483943872218517,116
506,506,48,2.59751293612746,0.22773534189731331,85
507,507,38,0.7080220158882347,0.6178356740280546,75
508,508,35,0.19734593244919915,1.928383351821504,120
509,509,60,0.5911938401965412,0.07215171755541763,86
510,510,51,0.8963188450200728,0.4372090765833964,78
511,511,20,0.08294996457956233,0.1022880106429954,88
512,512,58,0.1669062524102582,0.9592735747218639,85
513,513,55,0.6815363049543295,0.8098352278756626,135
514,514,48,0.0867841580779982,1.1674619960678905,137
515,515,35,0.874276386516951,0.7335086400056039,94
516,516,56,2.7060534514219707,0.31194657346481525,136
517,517,53,1.7678722633769794,1.7342029657314058,147
518,518,27,0.18580293037966725,0.3472376172414374,116
519,519,37,0.8527346695506262,0.03319727365772464,124
520,520,35,1.8737830231080104,0.37106456304770474,147
521,521,62,1.4796660089912457,0.2732657072365191,91
522,522,56,0.4862733992102764,0.1700752001366205,81
523,523,34,0.6336726004536248,0.16019545966162047,109
524,524,51,0.10684459189454913,1.0966566714791517,93
525,525,30,1.8156556324989073,0.10066525972256787,86
526,526,29,0.20469502846905602,0.9850274838477492,138
527,527,48,0.09013405770148422,0.36044894444437336,120
528,528,41,0.8482099650391579,0.5027529728919155,143
529,529,59,0.30593838252229205,1.5499413038356336,119
530,530,22,2.0348634842338438,0.7146083097628155,144
531,531,57,0.1584659238952567,0.848922225846239,126
532,532,28,0.4422449777963405,0.13610685130899258,138
533,533,30,1.4802077530000313,3.976478720145357,109
534,534,54,0.1149957279748391,0.19623979198146152,114
535,535,47,0.6321918559770124,0.4965640577186588,127
536,536,29,1.8055908771499554,0.08877983750163272,84
537,537,52,0.8614002179891426,0.6201513587202249,133
538,538,50,0.04695900995701569,0.09781127651522743,104
539,539,43,3.2918789650738107,0.29151633562978874,116
